postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1063 BZ Amsterdam;Theodorus Dobbestraat 82 -3;52.38140000;4.82590000;175000;65;220;1;1960;0;appartement;23;3
1022 KL Amsterdam;G.J. Scheurleerweg 94;52.39870000;4.92990000;400000;117;410;2;2012;1;woonhuis;39;5
1087 GK Amsterdam;Kiekstraat (P16);52.35390000;5.00050000;14450;0;0;1;0;0;parkeergelegenheid;1;1
1056 HR Amsterdam;Bestevâerstraat 96 IV;52.37320000;4.85600000;325000;58;204;5;1906;1;appartement;28;2
1093 HR Amsterdam;Wijttenbachstraat 19 B;52.36180000;4.92800000;550000;127;430;5;1998;1;appartement;46;5
1017 DN Amsterdam;Keizersgracht 515 -R;52.36300000;4.89240000;825000;85;219;1;1906;0;appartement;18;3
1091 CE Amsterdam;Ruyschstraat 70 -III/IV;52.35560000;4.91350000;575000;123;388;2;1906;0;appartement;22;4
1017 BS Amsterdam;Herengracht 455 B;52.36300000;4.89240000;660000;88;355;1;1906;0;appartement;17;3
1052 SG Amsterdam;Da Costakade 35 huis;52.37700000;4.87400000;899000;140;364;2;1906;1;appartement;29;3
1017 VE Amsterdam;Nieuwe Looiersstraat 116;52.36300000;4.89240000;325000;52;150;1;1996;1;appartement;22;2
1061 BV Amsterdam;Blauwvoetstraat 10 hs;52.37360000;4.83950000;317500;79;198;2;1952;1;appartement;13;5
1024 XR Amsterdam;Dijkmanshuizenstraat 82;52.39390000;4.95470000;425000;135;410;3;2012;1;woonhuis;26;5
1071 GE Amsterdam;Van Eeghenstraat 10 -hs+1;52.35520000;4.87890000;1600000;191;677;3;1896;1;appartement;24;7
1055 AB Amsterdam;Hoofdweg 558;52.38020000;4.85240000;325000;85;270;5;2008;0;appartement;24;2
1016 HM Amsterdam;Prinsengracht 407 -B;52.37090000;4.88160000;310000;38;96;1;1906;0;appartement;25;2
1017 AG Amsterdam;Amstel 184 II;52.36300000;4.89240000;599000;88;250;2;1895;0;appartement;24;4
1017 NA Amsterdam;Leidsegracht 17 hs+I;52.36300000;4.89240000;1410000;235;663;3;1906;0;appartement;18;4
1017 RL Amsterdam;Lijnbaansgracht 267 I;52.36300000;4.89240000;259000;41;136;1;1905;0;appartement;26;2
1053 CG Amsterdam;Ten Katestraat 26 A II;52.36680000;4.86810000;279000;54;195;1;1906;0;appartement;15;2
1053 TA Amsterdam;Schimmelstraat 3 C;52.36680000;4.86810000;600000;100;313;2;1900;1;appartement;25;4
1019 JX Amsterdam;C.J.K. van Aalststraat 72;52.37330000;4.93910000;575000;170;592;4;2001;0;woonhuis;42;7
1086 XX Amsterdam;Pedro Nunesstraat 4;52.36280000;4.98190000;525000;137;483;2;2007;1;woonhuis;43;4
1083 GR Amsterdam;Arent Janszoon Ernststraat 97;52.33020000;4.88440000;390000;111;333;1;1960;0;appartement;17;3
1083 KD Amsterdam;Beysterveld 217;52.33020000;4.88440000;695000;193;576;1;1987;0;appartement;27;4
1025 ZX Amsterdam;Amerbos 410;52.39900000;4.93610000;29500;0;0;1;0;0;parkeergelegenheid;6;1
1068 ER Amsterdam;Osdorpplein 208;52.35920000;4.80520000;289000;92;272;1;1997;0;appartement;26;4
1066 ML Amsterdam;Bocholtstraat 94;52.34600000;4.81630000;259000;85;261;1;1994;0;appartement;26;4
1052 DD Amsterdam;De Wittenkade;52.37700000;4.87400000;49500;0;0;1;0;0;parkeergelegenheid;1;1
1055 TL Amsterdam;Bestevâerstraat 189 hs;52.38020000;4.85240000;350000;89;285;4;1925;1;appartement;42;4
1019 HH Amsterdam;Zeeburgerkade 96;52.37330000;4.93910000;375000;85;283;1;1990;0;appartement;20;3
1106 AN Amsterdam;Ruiseveenpad 102;52.29910000;4.97540000;147500;85;180;4;1984;0;appartement;1;4
1055 VX Amsterdam;Joris van Andringastraat 16 -2;52.38020000;4.85240000;440000;83;208;2;1934;1;appartement;21;3
1056 BC Amsterdam;Erasmusgracht 29 -1;52.37320000;4.85600000;225000;53;181;1;1934;0;appartement;22;3
1061 CC Amsterdam;Ernest Staesstraat 47;52.37360000;4.83950000;470000;159;425;3;1945;1;appartement;9;9
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 14);52.33870000;4.91970000;4136;0;0;1;0;0;parkeergelegenheid;1;1
1058 GX Amsterdam;Antillenstraat 21 1;52.35790000;4.85100000;314000;60;175;1;1930;0;appartement;15;3
